Item_Id,Low_Cap_Price
IT_265079,3247.830525265501
IT_265087,2150.2875536098722
IT_265107,5216.245677959372
IT_265139,6780.363454090696
IT_265142,1714.4317107922577
IT_265144,1656.214665402925
IT_265148,3703.9074043386
IT_265156,5935.656621136313
IT_265162,7587.486842577382
IT_265170,4463.001621914948
IT_265175,8280.30600542136
IT_265181,8477.602238216503
IT_265183,7782.986904248112
IT_265184,7761.398822431416
IT_265196,7149.008008396999
IT_265201,10875.450427713498
IT_265205,9732.140944432238
IT_265244,2871.9075489553925
IT_265255,5344.68296110152
IT_265259,6712.838680994288
IT_265264,3410.0428013760556
IT_265274,2211.3428000916465
IT_265275,2241.988020637956
IT_265294,870.1398552201429
IT_265315,9442.420169760506
IT_265317,3261.143486363938
IT_265332,8093.402934974831
IT_265338,7708.159084812454
IT_265339,8092.814673188259
IT_265341,8020.892346660067
IT_265349,8134.860594430807
IT_265350,6571.413138280361
IT_265360,7973.137426582725
IT_265379,2903.449552381189
IT_265382,8016.728974165789
IT_265417,5212.363786527764
IT_265448,1849.8342248954732
IT_265455,3752.2840463475322
IT_265482,8743.3002277534
IT_265490,7673.07647452722
IT_265495,9206.453741076322
IT_265499,7897.875063731394
IT_265500,6940.047659528513
IT_265504,9913.48293571627
IT_265507,7357.152967435268
IT_265533,7711.694420347521
IT_265566,5273.687456070861
IT_265568,2196.7940883680894
IT_265575,7423.783939998084
IT_265577,3584.377091690481
IT_265581,6550.220285301712
IT_265611,8524.065773262406
IT_265615,2889.3336560485427
IT_265647,2938.5265980181694
IT_265697,7878.999003562737
IT_265701,3402.028229350067
IT_265702,2706.139504856987
IT_265703,1329.0564295536235
IT_265720,5714.116132484102
IT_265734,9053.567959099813
IT_265736,7276.1873745525245
IT_265740,8471.00523246677
IT_265742,8172.981676937101
IT_265747,8554.630823544905
IT_265751,6504.338301154448
IT_265757,10788.423054141427
IT_265792,7660.74685909632
IT_265816,3024.07440575392
IT_265819,1740.3228381264119
IT_265866,8289.082145186418
IT_265869,6855.237848764236
IT_265874,2156.0691631060263
IT_265880,3004.8992814898766
IT_265905,8782.17637932352
IT_265911,8471.00523246677
IT_265922,10843.57763590338
IT_265927,9962.148090692977
IT_265932,10525.322781854453
IT_265935,7881.187121312146
IT_265948,2870.0426886660584
IT_265966,7212.657760084933
IT_265976,2152.391444402877
IT_265999,6282.247055988551
IT_266030,2407.8154312911324
IT_266056,1527.9525989161623
IT_266058,3042.332454703014
IT_266060,1179.6696915100672
IT_266069,2375.454759117819
IT_266096,6515.938307594822
IT_266103,9381.433167746565
IT_266111,8016.840842013756
IT_266115,8250.391030656014
IT_266124,10661.419438599962
IT_266128,10494.314968308
IT_266132,7062.739378978728
IT_266137,8155.786407945603
IT_266141,4259.474403141731
IT_266155,12163.88100156213
IT_266157,7718.419503134219
IT_266166,7368.957148062155
IT_266175,2199.358539834236
IT_266188,3089.806464383807
IT_266255,467.4614564673271
IT_266258,1680.8739047544816
IT_266264,3250.376558648276
IT_266281,8844.82803175121
IT_266298,9205.053946896422
IT_266299,7550.15860486931
IT_266307,7693.518251416075
IT_266318,6287.065155203236
IT_266322,9926.043515524607
IT_266324,6701.254233272942
IT_266334,8484.24554116445
IT_266338,4127.3429206831715
IT_266354,8166.30277394948
IT_266366,2850.6193055929457
IT_266376,2309.476740642652
IT_266402,2482.2759460949337
IT_266413,2044.3259662185214
IT_266453,1134.9240192555108
IT_266498,9321.389590217026
IT_266499,910.8008057862315
IT_266506,8080.0188209148255
IT_266514,8075.728353105785
IT_266523,9746.605353673134
IT_266532,7866.4936787988445
IT_266536,7472.979312575909
IT_266537,8000.784213512691
IT_266541,4216.547775845424
IT_266556,7688.833301244279
IT_266557,12061.186768403313
IT_266571,2096.859287866596
IT_266578,1899.7747754125721
IT_266594,3167.0349049980096
IT_266650,11968.568350454827
IT_266665,1461.5668500976049
IT_266667,5765.737416606955
IT_266671,3677.458173709784
IT_266684,5732.643891956095
IT_266700,8593.797190147703
IT_266703,7197.828076067898
IT_266715,9580.842982839176
IT_266731,10022.674795380566
IT_266741,8090.205293323055
IT_266744,7077.196639908853
IT_266752,4459.808774064607
IT_266786,7462.805026817272
IT_266806,7653.245155253312
IT_266825,7967.645890275673
IT_266833,3374.810660219764
IT_266836,2072.481899722363
IT_266842,2935.2863014020763
IT_266855,3185.4194229607024
IT_266915,9883.31684411305
IT_266927,7092.876927405244
IT_266950,6105.256779284963
IT_266955,8070.833121931996
IT_266974,9313.16618168365
IT_266977,7481.858042961357
IT_266981,6532.600859951814
IT_266983,7646.753990244857
IT_266988,8030.803163358822
IT_266993,7873.469367395002
IT_266994,6606.4641956558025
IT_266996,10060.91878923902
IT_266999,7039.168140359667
IT_267001,10022.674795380566
IT_267003,8241.644211439945
IT_267004,7803.983860432186
IT_267019,1186.4569177534186
IT_267026,8136.961026894796
IT_267049,2248.786234940341
IT_267067,1738.687617192384
IT_267121,6796.109107169722
IT_267125,1312.4105181705852
IT_267130,2589.434277961304
IT_267169,7782.08067113438
IT_267181,6920.768573902148
IT_267189,7696.180385442823
IT_267194,8335.519058667247
IT_267202,2823.765446976776
IT_267243,1611.4527673109108
